t,input,std_recon,dsl_recon
698,-0,0.0436617,-7.08043e-10
699,-0,0.000883766,-2.86926e-10
700,-0,0.0286228,7.23044e-10
701,-0,-0.0258071,-2.50532e-10
702,-0,0.0179634,-6.8167e-10
703,-0,0.05819,3.00324e-10
704,-0,0.0426202,4.93582e-10
705,-0,-0.0262639,-3.41865e-10
706,-0,0.0450807,-1.71083e-11
707,-0,0.00360248,-9.20941e-10
708,-0,-0.0544993,2.97478e-10
709,-0,-0.0367924,-1.04557e-09
710,-0,0.0224622,-4.01338e-10
711,-0,-0.00123474,1.09143e-09
712,-0,0.00417915,2.80008e-10
713,-0,-0.0846444,2.76931e-11
714,-0,-0.00988964,-7.15639e-10
715,-0,-0.024096,1.37297e-10
716,-0,-0.037061,-4.37148e-11
717,-0,-0.113705,4.39221e-10
718,-0,-0.107212,-2.02352e-09
719,-0,0.0217781,-2.83331e-10
720,-0,-0.0514905,-1.55598e-10
721,-0,-0.0323127,-5.8119e-10
722,-0,-0.0811519,-7.89026e-11
723,-0,-0.00661191,1.93096e-10
724,-0,0.0076232,-6.96039e-11
725,-0,-0.0156009,-3.29646e-10
726,-0,-0.0339301,1.74247e-10
727,-0,-0.0258403,1.1963e-09
728,-0,-0.0563217,-4.80355e-10
729,-0,-0.0577345,1.04727e-10
730,-0,-0.0416415,2.87491e-10
731,-0,-0.0435553,7.36105e-10
732,-0,-0.0506437,9.98968e-10
733,-0,0.0526962,3.94146e-10
734,-0,-0.047521,6.50104e-11
735,-0,0.112991,-4.55913e-10
736,-0,-0.0129824,-6.09112e-10
737,-0,0.0466017,-3.49017e-10
738,-0,-0.115998,-3.72701e-10
739,-0,0.000648737,-4.26188e-10
740,-0,-0.00748656,-3.34177e-10
741,-0,0.00025353,-3.53364e-10
742,-0,0.0256973,2.20937e-10
743,-0,0.0652872,4.24984e-10
744,-0,-0.107715,6.36386e-10
745,-0,0.00602148,-1.01999e-09
746,-0,0.0140385,-3.8284e-10
747,-0,-0.0248205,7.75523e-10
748,-0,0.0525503,-5.36225e-10
749,-0,-0.0294838,9.63715e-13
750,-0,-0.047363,1.33166e-09
751,-0,-0.0473091,-1.58979e-10
752,-0,0.0339753,7.97021e-10
753,-0,-0.0673993,2.205e-10
754,-0,0.0335157,-1.73507e-10
755,-0,-0.0111399,-1.10655e-09
756,-0,-0.016046,-6.99041e-10
757,-0,-0.0483414,4.5433e-10
758,-0,0.0329699,-7.31062e-12
759,-0,-0.0113573,-3.06515e-10
760,-0,0.0059372,6.08102e-10
761,-0,0.00147471,-2.36753e-10
762,-0,-0.0278727,7.6858e-10
763,-0,0.0200285,-4.58575e-10
764,-0,-0.0393743,-9.82745e-10
765,-0,-0.0229296,-5.25688e-10
766,-0,0.0103184,-5.71388e-11
767,-0,0.088373,-4.69031e-10
768,-0,0.034005,3.37835e-10
769,-0,0.0228123,5.40279e-11
770,-0,-0.0138317,1.54736e-10
771,-0,0.0330519,1.15697e-09
772,-0,-0.000346096,-1.47165e-10
773,-0,-0.0314612,-6.11559e-10
774,-0,0.0092136,5.58849e-10
775,-0,0.0720939,-7.47029e-11
776,-0,0.053828,-4.42305e-10
777,-0,0.044098,-1.75767e-10
778,-0,-0.0264238,5.40946e-10
779,-0,0.0363185,-3.20569e-10
780,-0,-0.0976572,-6.25346e-10
781,-0,0.100426,-2.66686e-10
782,-0,0.030681,-9.7795e-11
783,-0,0.0304984,-6.82123e-10
784,-0,-0.00921794,-2.64595e-10
785,-0,0.0794078,9.64422e-10
786,-0,0.0251674,1.77621e-09
787,-0,-0.0275416,4.42856e-11
788,-0,-0.0655867,3.15409e-10
789,-0,0.0321681,5.09779e-10
790,-0,-0.0649038,-9.29225e-10
791,-0,0.085716,5.68093e-10
792,-0,0.0917652,-2.7704e-10
793,-0,0.00412603,-3.07726e-10
794,-0,-0.0276807,7.29999e-10
795,-0,0.00728308,1.84283e-10
796,-0,0.082898,4.38254e-10
797,-0,0.104312,9.48719e-10
798,-0,0.00812684,6.7243e-11
799,-0,0.0872679,1.38944e-10
800,-0,-0.0125005,-8.60499e-10
801,-0,-0.0210332,2.33139e-10
802,-0,0.04063,2.34763e-10
803,-0,-0.0659196,-4.75575e-10
804,-0,-0.072234,-9.10371e-11
805,-0,-0.00488828,-1.12299e-10
806,-0,0.0180996,-1.22347e-09
807,-0,0.00254553,-2.76007e-10
808,-0,-0.034942,-6.92284e-10
809,-0,-0.0381202,-5.2052e-10
810,-0,0.0401936,-2.90153e-10
811,-0,0.0232369,1.22313e-09
812,-0,0.0488727,-2.74798e-10
813,-0,0.0657261,9.66107e-11
814,-0,-0.0460568,-3.49143e-10
815,-0,0.0560858,-8.34566e-10
816,-0,0.0622336,9.34805e-10
817,-0,-0.0569936,-5.17751e-10
818,-0,0.0241125,2.67077e-10
819,-0,0.0109483,-7.99879e-10
820,-0,0.0133102,-8.36189e-10
821,-0,-0.0795639,1.4898e-09
822,-0,0.0344595,-2.7489e-10
823,-0,-0.0576905,2.11574e-10
824,-0,0.0331066,2.00003e-10
825,-0,-0.0853647,3.24355e-11
826,-0,0.0469558,4.71983e-10
827,-0,-0.0287385,2.70849e-10
828,-0,-0.00783723,-4.31348e-11
829,-0,-0.0164644,2.11395e-10
830,-0,0.0112605,-1.63402e-10
831,-0,-0.000650204,1.88159e-10
832,-0,0.112219,4.37289e-11
833,-0,-0.0349623,-1.02401e-09
834,-0,0.0209479,-1.93281e-10
835,-0,-0.034102,1.09859e-09
836,-0,0.0130525,5.76138e-11
837,-0,-0.089352,4.84232e-12
838,-0,0.0460831,3.00097e-10
839,-0,0.09879,-7.04075e-10
840,-0,-0.0981905,-5.9365e-10
841,-0,-0.0487968,6.82447e-11
842,-0,0.0146235,7.88816e-10
843,-0,0.0654819,3.79089e-10
844,-0,0.0030186,3.80859e-10
845,-0,-0.00621731,4.50843e-10
846,-0,-0.0616769,9.22868e-10
847,-0,0.0968198,2.29913e-10
848,-0,0.0190427,1.35155e-10
849,-0,0.00294571,-3.82565e-11
850,-0,0.0727896,1.47128e-11
851,-0,-0.0041057,-8.05129e-11
852,-0,-0.0237075,4.81313e-10
853,-0,-0.0628956,-6.84049e-10
854,-0,0.00298876,1.79076e-10
855,-0,0.0664837,-1.10251e-09
856,-0,-0.0131517,-8.23531e-10
857,-0,-0.0407324,5.84622e-10
858,-0,-0.0314656,3.27275e-10
859,-0,0.0314171,-7.80109e-10
860,-0,-0.0385212,-1.15435e-12
861,-0,-0.0850203,8.81757e-11
862,-0,0.0591071,-4.66457e-10
863,-0,-0.0178586,1.44474e-09
864,-0,0.021094,-9.55174e-10
865,-0,-0.0121332,5.0808e-10
866,-0,0.0333694,1.00181e-10
867,-0,0.0580553,-5.90189e-10
868,-0,-0.0183536,7.28313e-10
869,-0,-0.0888209,-2.72651e-10
870,-0,0.0114959,5.34202e-11
871,-0,-0.0137834,1.17445e-09
872,-0,-0.0779766,-4.36833e-10
873,-0,-0.0111481,-6.75486e-10
874,-0,-0.0451351,1.2336e-09
875,-0,-0.0513569,8.72924e-10
876,-0,-0.00811685,2.95572e-11
877,-0,0.00717972,-4.67381e-10
878,-0,0.0200845,-1.45626e-09
879,-0,-0.0689648,1.94694e-10
880,-0,-0.0327248,-7.80626e-10
881,-0,0.0258839,-2.67887e-11
882,-0,0.021062,-5.70108e-10
883,-0,0.112946,-3.93035e-10
884,-0,-0.00176332,4.01322e-10
885,-0,-0.00237442,-1.3663e-09
886,-0,-0.00556978,2.15325e-10
887,-0,-0.0330403,3.24346e-10
888,-0,-0.011181,-5.21254e-10
889,-0,0.0435833,-4.63904e-10
890,-0,-0.0947625,7.99382e-10
891,-0,0.0685514,5.26686e-10
892,-0,-0.0104576,8.04515e-12
893,-0,-0.0487102,-5.80722e-10
894,-0,0.0521936,1.1201e-10
895,-0,-0.0549402,-6.62132e-10
896,-0,-0.0183092,9.69712e-10
897,-0,-0.157403,-4.6893e-10
898,-0,0.0285212,4.31113e-11
899,-0,0.0225553,1.19088e-09
900,-0,-0.060575,2.11624e-10
901,-0,0.033894,-6.03766e-10
902,-0,-0.00218564,6.36247e-10
903,-0,0.00493292,-1.45806e-10
904,-0,0.0293182,9.86223e-10
905,-0,-0.0173174,-1.32556e-09
906,-0,0.0383131,-3.85537e-10
907,-0,0.00575592,1.29549e-10
908,-0,0.0405326,-8.70614e-10
909,-0,-0.00166572,-8.73778e-10
910,-0,0.0396607,2.67988e-10
911,-0,-0.0169582,1.19896e-10
912,-0,-0.0348819,-4.57112e-10
913,-0,-0.039857,-1.02467e-09
914,-0,-0.0758236,9.16214e-10
915,-0,0.00299757,-1.04249e-09
916,-0,0.0219251,-7.59906e-10
917,-0,0.0181887,-1.28384e-10
918,-0,0.0217873,-2.78507e-10
919,-0,-0.0691183,3.62889e-10
920,-0,-0.0521624,6.16924e-10
921,-0,0.0023125,-1.60713e-09
922,-0,-0.010601,6.13226e-10
923,-0,-0.020283,-1.33897e-10
924,-0,0.104097,-9.8702e-10
925,-0,-0.0445212,4.24881e-11
926,-0,0.0543935,4.70098e-10
927,-0,0.0853553,5.74642e-11
928,-0,-0.052305,3.72512e-10
929,-0,-0.018155,6.04826e-10
930,-0,-0.0171823,1.49724e-09
931,-0,0.0388326,-4.03276e-10
932,-0,0.0509928,1.82511e-10
933,-0,-0.000416904,-1.90021e-10
934,-0,0.10795,-1.60963e-10
935,-0,-0.0690117,6.84356e-10
936,-0,0.0157575,-4.85224e-10
937,-0,-0.083804,7.27889e-10
938,-0,-0.0270441,-4.02979e-10
939,-0,0.0911739,-4.50148e-10
940,-0,-0.106885,5.33773e-10
941,-0,0.000278112,5.11967e-10
942,-0,-0.0394195,1.01479e-09
943,-0,0.0343027,-1.08996e-09
944,-0,0.0514924,1.07931e-09
945,-0,-0.0554863,1.5891e-10
946,-0,0.0594296,-3.21076e-11
947,-0,0.0616697,-9.05668e-11
948,-0,0.073316,3.37867e-10
949,-0,0.0755322,-1.87239e-11
950,-0,0.0355007,-8.91087e-10
951,-0,-0.0276195,-5.15819e-10
952,-0,-0.00774526,-4.27007e-10
953,-0,0.0870389,-6.16798e-10
954,-0,-0.0150401,1.43671e-10
955,-0,-0.0639076,1.80243e-10
956,-0,-0.0117041,9.09618e-11
957,-0,-0.0202311,6.4978e-10
958,-0,0.0839953,2.54132e-10
959,-0,0.0206862,3.11547e-10
960,-0,-0.041593,3.48566e-10
961,-0,-0.0117607,-1.77592e-10
962,-0,0.0208443,-1.54562e-10
963,-0,0.084497,6.22116e-10
964,-0,-0.0491031,-1.21858e-09
965,-0,0.0943067,-4.03646e-10
966,-0,-0.0265631,8.40117e-11
967,-0,-0.00486752,-2.9464e-10
968,-0,-0.048711,5.10649e-11
969,-0,0.0425291,-5.54116e-10
970,-0,0.0400278,6.26757e-10
971,-0,0.0449632,8.92526e-10
972,-0,-0.00838362,-3.86504e-10
973,-0,-0.0315166,3.133e-10
974,-0,-0.00929083,-5.78323e-10
975,-0,0.0783222,-3.1463e-10
976,-0,0.0343018,9.83604e-10
977,-0,0.0376054,3.21705e-10
978,-0,-0.0659647,-5.62495e-10
979,-0,0.043269,-5.89481e-10
980,-0,-0.00545477,4.10224e-10
981,-0,0.0757652,7.34511e-11
982,-0,-0.00633596,4.51471e-10
983,-0,0.0468484,-6.68185e-12
984,-0,0.000220652,-2.17977e-09
985,-0,0.0784961,-7.93421e-10
986,-0,-0.00598831,1.28797e-09
987,-0,-0.0590998,-5.19586e-10
988,-0,-0.0389281,-7.16335e-10
989,-0,-0.0717961,-3.00618e-10
990,-0,-0.00914638,-9.5771e-10
991,-0,-0.0240949,-9.99297e-10
992,-0,-0.033383,6.61504e-10
993,-0,0.0702016,-1.14553e-09
994,-0,0.0292325,-2.38346e-11
995,-0,-0.0317085,1.03107e-09
996,-0,-0.0853277,-5.67495e-10
997,-0,-0.0269735,2.77715e-10
998,-0,-0.0104346,2.09098e-10
999,-0,-0.0721404,4.72077e-11
1000,-0,0.0307277,6.59483e-10
1001,-0,0.0779191,-3.71559e-10
1002,-0,-0.0209265,2.21939e-10
1003,-0,0.0124236,-7.67947e-10
1004,-0,0.0377231,-8.20732e-10
1005,-0,-0.0386386,6.79214e-10
1006,-0,-0.0050002,-4.6738e-10
1007,-0,-0.118318,-2.35544e-11
1008,-0,-0.00750338,-6.57314e-11
1009,-0,-0.0133509,-7.07608e-10
1010,-0,0.0668745,-4.22729e-10
1011,-0,0.0236256,7.54627e-11
1012,-0,0.0342198,4.01061e-10
1013,-0,-0.0598416,-7.30652e-10
1014,-0,0.0123263,-1.05813e-09
1015,-0,-0.00728388,-5.59226e-10
1016,-0,-0.00179384,1.16966e-09
1017,-0,-0.0172656,8.11765e-11
1018,-0,0.071194,-1.17891e-09
1019,-0,0.0573674,-6.76739e-10
1020,-0,-0.0400373,6.29798e-10
1021,-0,0.0189451,1.41159e-10
1022,-0,-0.041479,-9.29616e-10
1023,-0,-0.0162956,-4.72701e-10
1024,-0,0.0396682,-5.91577e-10
1025,-0,-0.0113235,-3.77844e-10
1026,-0,0.00308887,2.75112e-10
1027,-0,0.0645197,-7.9278e-10
1028,-0,-0.0127391,2.54709e-10
1029,-0,-0.0297292,-8.79148e-10
1030,-0,-0.0275334,5.565e-10
1031,-0,-0.00194584,2.57232e-10
1032,-0,-0.0663151,5.89816e-10
1033,-0,-0.0326267,8.43996e-10
1034,-0,0.0489429,1.71509e-10
1035,-0,-0.00667919,1.47551e-09
1036,-0,0.0262809,-1.85783e-10
1037,-0,-0.0122214,4.29558e-10
1038,-0,-0.0391733,-3.18826e-10
1039,-0,-0.074829,1.76048e-10
1040,-0,-0.0361999,-1.15331e-09
1041,-0,-0.0110205,-3.01394e-10
1042,-0,-0.0891123,1.09097e-10
1043,-0,0.0496147,1.04503e-09
1044,-0,0.0978361,-4.71687e-10
1045,-0,-0.0156284,-6.93794e-10
1046,-0,-0.0768125,3.92671e-10
1047,-0,-0.0155982,6.58916e-10
1048,-0,0.0563316,5.69857e-11
1049,-0,-0.0312495,6.59636e-10
1050,-0,-0.00288394,9.30778e-10
1051,-0,0.00180117,-3.59172e-10
1052,-0,0.136643,1.02414e-09
1053,-0,0.0193359,1.19328e-09
1054,-0,0.0828329,-4.21063e-10
1055,-0,-0.0812201,-1.60395e-10
1056,-0,0.0219012,7.04593e-10
1057,-0,-0.0249724,9.52407e-10
1058,-0,0.0133421,-1.60232e-10
1059,-0,0.0792869,7.04214e-10
1060,-0,-0.0237595,1.24641e-09
1061,-0,-0.0340666,-1.40755e-10
1062,-0,0.010538,6.11999e-10
1063,-0,0.0107819,5.88061e-11
1064,-0,-0.0320334,-3.74519e-10
1065,-0,0.0278581,7.79678e-10
1066,-0,-0.0216249,-1.34666e-10
1067,-0,0.0754536,-2.45679e-10
1068,-0,0.0175752,8.9783e-10
1069,-0,0.0273731,2.16663e-10
1070,-0,-0.0442737,-1.42694e-10
1071,-0,0.0204126,-8.75242e-10
1072,-0,-0.0464651,2.55067e-10
1073,-0,0.0379641,1.14026e-09
1074,-0,-0.0530032,4.51594e-10
1075,-0,0.0813651,-7.68642e-10
1076,-0,-0.092793,6.84625e-10
1077,-0,-0.0273879,1.73524e-10
1078,-0,0.00642764,8.38754e-10
1079,-0,0.0607856,9.13685e-10
1080,-0,0.042859,8.74691e-10
1081,-0,-0.0139187,-2.31757e-11
1082,-0,-0.0683116,7.45266e-10
1083,-0,-0.0337346,1.36298e-10
1084,-0,0.0762553,1.5446e-10
1085,-0,-0.0296356,-6.41802e-10
1086,-0,0.0362969,-5.78383e-10
1087,-0,0.0631477,9.24423e-10
1088,-0,-0.127999,-4.5958e-10
1089,-0,0.0041664,-5.02138e-10
1090,-0,0.011275,-2.95014e-10
1091,-0,-0.0925447,-4.10802e-10
1092,-0,0.00532475,5.76805e-10
1093,-0,-0.0212087,4.96344e-10
1094,-0,0.0124927,-3.60819e-10
1095,-0,-0.0562948,-5.29215e-10
1096,-0,-0.0816388,-3.98327e-10
1097,-0,-0.00114253,-3.41325e-10
1098,-0,-0.0288014,7.02531e-10
1099,-0,0.0059754,-4.62467e-10
1100,-0,0.0440619,-5.18326e-11
1101,-0,0.00628939,-1.49942e-09
1102,-0,0.0401125,-6.30358e-10
1103,-0,0.0947095,7.42672e-10
1104,-0,-0.0165128,-1.51707e-09
1105,-0,-0.0258956,-3.38428e-10
1106,-0,-0.0901025,-2.83053e-10
1107,-0,0.0162237,5.88574e-12
1108,-0,0.0203029,3.79467e-10
1109,-0,-0.0217675,6.38467e-10
1110,-0,-0.0957498,-1.18808e-09
1111,-0,0.0106373,-4.00434e-10
1112,-0,-0.00329493,2.33014e-10
1113,-0,0.0203672,2.9918e-10
1114,-0,-0.0501574,3.60816e-10
1115,-0,-0.0256168,-3.8558e-10
1116,-0,0.0235038,-2.363e-10
1117,-0,0.0448442,-5.60047e-10
1118,-0,0.0556626,-3.81896e-10
1119,-0,-0.0467534,3.1315e-10
1120,-0,0.0232674,1.39394e-09
1121,-0,-0.00282108,-6.097e-10
1122,-0,-0.0493854,-5.25765e-10
1123,-0,-0.0573583,6.5554e-10
1124,-0,-0.000700386,-4.07384e-10
1125,-0,0.0860474,-4.65565e-10
1126,-0,0.0489493,-1.28054e-10
1127,-0,-0.00231392,-2.50906e-10
1128,-0,-0.0568679,-1.80704e-10
1129,-0,-0.0516705,-1.84609e-09
1130,-0,-0.0299843,-5.44754e-10
1131,-0,-0.0419306,1.23155e-10
1132,-0,-0.0192948,-5.7442e-10
1133,-0,-0.00188352,-7.41324e-10
1134,-0,-0.0222253,1.23553e-10
1135,-0,-0.0264052,-5.84481e-10
1136,-0,-0.0752243,4.74362e-10
1137,-0,-0.0853602,-2.99895e-10
1138,-0,0.0372758,1.26575e-10
1139,-0,-0.0294083,2.46539e-09
1140,-0,-0.0327743,-4.98058e-10
1141,-0,-0.034677,-6.35334e-10
1142,-0,0.0279438,2.44273e-10
1143,-0,0.0123115,-7.91126e-11
1144,-0,0.0601639,-1.18052e-09
1145,-0,-0.0165277,1.24974e-09
1146,-0,0.0300704,1.20178e-09
1147,-0,0.0352138,3.22132e-10
1148,-0,0.0487526,-6.88984e-11
1149,-0,0.0258704,-7.24442e-10
1150,-0,-0.00718876,4.81239e-10
1151,-0,0.0131429,-5.29775e-10
1152,-0,-0.0458506,-2.46021e-10
1153,-0,-0.0273357,-8.95039e-10
1154,-0,-0.00509044,-2.94137e-10
1155,-0,-0.043219,7.66271e-11
1156,-0,-0.00359948,1.10116e-09
1157,-0,-0.0314889,-4.79956e-10
1158,-0,0.0187996,-4.19175e-10
1159,-0,-0.095056,5.45622e-10
1160,-0,-0.0057946,1.17833e-09
1161,-0,-0.0697339,-3.18794e-10
1162,-0,0.0693679,-3.64097e-10
1163,-0,-0.0329333,8.97871e-11
1164,-0,-0.0408705,2.17976e-10
1165,-0,0.0660195,-1.06923e-09
1166,-0,-0.00464014,3.1824e-10
1167,-0,0.0168027,1.48604e-10
1168,-0,-0.0139946,3.10444e-10
1169,-0,0.0703191,-4.45498e-10
1170,-0,-0.019945,-5.06133e-10
1171,-0,0.0130675,-8.19566e-11
1172,-0,0.0457226,-1.27422e-10
1173,-0,0.0321923,1.11394e-09
1174,-0,0.0451209,4.79032e-11
1175,-0,0.0067105,6.77897e-10
1176,-0,0.0301026,-1.50186e-10
1177,-0,0.0219627,-1.51436e-10
1178,-0,-0.00243428,-1.17985e-10
1179,-0,0.0281331,1.46391e-09
1180,-0,0.0229948,2.79937e-10
1181,-0,0.00600385,-1.83785e-09
1182,-0,-0.000713335,4.70716e-11
1183,-0,0.0621694,-3.71983e-10
1184,-0,0.00738144,-5.10513e-11
1185,-0,0.0327012,7.29638e-10
1186,-0,-0.0523062,-9.97855e-10
1187,-0,0.000579004,-4.77946e-10
1188,-0,0.00533441,5.73519e-10
1189,-0,-0.0147625,4.88518e-10
1190,-0,0.0636344,-4.12799e-10
1191,-0,-0.0714873,-1.17287e-09
1192,-0,0.12759,-8.28472e-10
1193,-0,0.018728,-3.99344e-11
1194,-0,-0.0648415,1.31434e-10
1195,-0,0.0420767,-4.07926e-10
1196,-0,0.0497625,-2.96224e-10
1197,-0,-0.0528215,-9.19885e-11
1198,-0,-0.0668349,1.0347e-09
1199,-0,-0.0359778,6.52968e-10
1200,-0,0.0856697,1.74261e-11
1201,-0,-0.0312393,5.77001e-11
1202,-0,0.0527041,5.01729e-11
1203,-0,0.000168444,1.05497e-10
1204,-0,0.0408569,2.32363e-10
1205,-0,0.0414118,-4.55942e-10
1206,-0,0.0817794,5.55779e-10
1207,-0,0.060139,-4.15154e-10
1208,-0,0.0137004,6.54938e-10
1209,-0,0.0369871,-2.07379e-09
1210,-0,0.0503041,-1.03014e-09
1211,-0,0.0368887,-3.30078e-10
1212,-0,-0.0358465,-1.09984e-09
1213,-0,0.097337,-5.65421e-10
1214,-0,-0.00528888,1.1738e-10
1215,-0,-0.0133831,2.55346e-10
1216,-0,0.000467527,1.93605e-10
1217,-0,0.0334021,3.37933e-10
1218,-0,0.0269285,-5.50023e-10
1219,-0,0.115443,-6.74301e-11
1220,-0,0.051377,-1.09739e-09
1221,-0,0.0470431,4.35573e-10
1222,-0,0.0164578,-4.33795e-10
1223,-0,-0.0828789,2.55791e-10
1224,-0,-0.00221161,-9.99545e-10
1225,-0,-0.0353754,5.82384e-12
1226,-0,0.0504348,9.34618e-10
1227,-0,-0.0248241,7.45801e-10
1228,-0,-0.0501212,-3.93486e-11
1229,-0,0.00573481,-2.27214e-10
1230,-0,0.0157373,-2.95661e-10
1231,-0,0.0247748,-2.24504e-10
1232,-0,-0.00645122,9.06052e-10
1233,-0,-0.0277459,7.43172e-11
1234,-0,-0.0190393,1.22247e-10
1235,-0,-0.0392955,-4.91142e-10
1236,-0,0.0436808,-9.00082e-10
1237,-0,-0.0186845,-7.04496e-10
1238,-0,-0.0431675,-5.26588e-10
1239,-0,0.0375217,-3.45805e-10
1240,-0,0.00547399,3.75104e-10
1241,-0,0.0210491,6.51433e-10
1242,-0,0.0118336,7.7914e-10
1243,-0,0.017681,6.85604e-10
1244,-0,-0.0159599,-7.36183e-10
1245,-0,-0.0368434,6.00324e-10
1246,-0,0.0898528,7.23156e-10
1247,-0,0.0393998,3.08309e-10
1248,-0,0.0639272,1.50083e-10
1249,-0,-0.0591862,-4.03923e-10
1250,-0,-0.0601462,-2.61958e-10
1251,-0,0.108081,-1.23287e-10
1252,-0,-0.0298174,3.81553e-10
1253,-0,-0.00360681,-3.25837e-10
1254,-0,0.0214361,2.44714e-10
1255,-0,-0.0279441,4.89964e-10
1256,-0,-0.00173478,2.46755e-10
1257,-0,0.0104656,5.29389e-10
1258,-0,0.0788021,2.63858e-10
1259,-0,0.032336,-3.64494e-10
1260,-0,0.0528975,-7.27017e-10
1261,-0,0.0286353,-1.22388e-09
1262,-0,-0.0118891,1.16081e-09
1263,-0,0.0131627,1.19298e-09
1264,-0,-0.033343,-6.99087e-11
1265,-0,-0.0466056,-3.72532e-11
1266,-0,-0.0488201,6.79006e-10
1267,-0,0.0591382,-7.55465e-10
1268,-0,-0.0340154,-7.6895e-10
1269,-0,0.00610397,4.96124e-10
1270,-0,-0.0111634,-8.84918e-10
1271,-0,0.063026,-8.47558e-10
1272,-0,-0.0137465,4.31517e-11
1273,-0,-0.0420606,2.54692e-10
1274,-0,-0.0267765,9.25286e-10
1275,-0,-0.0150634,-6.6163e-10
1276,-0,-0.025349,3.93792e-10
1277,-0,-0.0318203,-8.05192e-10
1278,-0,0.0843051,7.21443e-11
1279,-0,-0.111069,8.00905e-10
1280,-0,0.0860657,2.98688e-10
1281,-0,-0.0568198,-2.99298e-10
1282,-0,0.0544675,-2.12186e-10
1283,-0,-0.0416769,5.08875e-11
1284,-0,-0.027647,-1.41937e-09
1285,-0,-0.0546435,-9.12702e-11
1286,-0,0.0279056,1.13733e-09
1287,-0,0.037649,-5.27985e-10
1288,-0,-0.00359657,-3.81863e-10
1289,-0,-0.000582321,-8.19836e-11
1290,-0,0.0902992,4.58042e-10
1291,-0,0.00236541,1.3394e-09
1292,-0,0.104579,1.72608e-11
1293,-0,-0.0356199,4.46238e-10
1294,-0,0.00259549,6.80933e-11
1295,-0,0.0405966,5.58669e-10
1296,-0,0.0343176,-8.10897e-10
1297,-0,0.0361765,-2.31011e-10
1298,-0,0.00847225,3.63535e-10
1299,-0,0.0182659,-1.66817e-09
1300,-0,0.0400138,-6.65527e-10
1301,-0,-0.0278,7.49297e-10
1302,-0,-0.00561208,-3.88573e-10
1303,-0,0.0652501,1.27369e-10
1304,-0,0.0578965,3.75018e-10
1305,-0,-0.0717653,9.08543e-10
1306,-0,0.0597437,-1.82003e-10
1307,-0,-0.0843361,-2.09495e-10
1308,-0,-0.0213639,-5.57187e-10
1309,-0,-0.0766472,7.47037e-10
1310,-0,0.0660142,2.25821e-10
1311,-0,-0.0799677,-8.10318e-10
1312,-0,0.070437,-1.12609e-10
1313,-0,0.137765,3.65238e-10
1314,-0,0.0517349,-7.59006e-10
1315,-0,-0.00873048,-1.08829e-10
1316,-0,-0.0709683,-1.62634e-09
1317,-0,0.0378456,1.39837e-10
1318,-0,-0.00160108,-3.74665e-10
1319,-0,0.00332991,1.01299e-11
1320,-0,0.0215544,4.04275e-10
1321,-0,-0.0461577,-3.44896e-11
1322,-0,-0.0651152,-5.76757e-10
1323,-0,0.00423945,3.76064e-10
1324,-0,-0.0103793,7.57e-10
1325,-0,-0.136864,1.77504e-10
1326,-0,-0.0497397,-2.91387e-10
1327,-0,-0.0594798,2.57262e-10
1328,-0,0.0177146,-6.17677e-10
1329,-0,0.0462406,-7.79786e-10
1330,-0,-0.00419231,4.01766e-10
1331,-0,-0.116044,-8.49067e-10
1332,-0,0.0420687,4.00251e-10
1333,-0,-0.0464898,-6.2238e-10
1334,-0,-0.0187589,6.40153e-11
1335,-0,-0.0479503,-1.55279e-09
1336,-0,-0.0616831,-1.54298e-10
1337,-0,-0.00886548,2.49891e-11
1338,-0,-0.0882814,-1.49831e-09
1339,-0,0.0140271,-6.31181e-10
1340,-0,-0.0524416,2.0292e-10
1341,-0,-0.046863,-5.72609e-10
1342,-0,-0.0227451,3.7919e-10
1343,-0,-0.0135572,9.97989e-10
1344,-0,0.0878899,-1.07146e-09
1345,-0,0.0084665,-1.16892e-09
1346,-0,0.0124368,-1.1908e-09
1347,-0,0.0506317,1.02398e-10
1348,-0,-0.0117776,-4.06002e-10
1349,-0,-0.0054894,9.32662e-10
1350,-0,0.0504048,-9.24535e-10
1351,-0,-0.0657059,-1.84942e-10
1352,-0,0.00888393,-1.76841e-10
1353,-0,-0.0493946,6.24991e-10
1354,-0,0.000455023,-7.97195e-10
1355,-0,0.0337075,-1.0349e-09
1356,-0,0.0923423,3.22291e-10
1357,-0,-0.042243,9.24361e-10
1358,-0,0.0385906,-3.67573e-10
1359,-0,0.0287252,-5.84899e-10
1360,-0,0.000371205,7.32397e-10
1361,-0,0.0515717,1.03521e-09
1362,-0,0.0408808,-1.25274e-10
1363,-0,0.0253978,-1.08516e-09
1364,-0,0.0564836,1.6805e-09
1365,-0,0.18506,-7.09046e-10
1366,-0,-0.0187362,-9.76785e-11
1367,-0,0.0176167,1.29681e-10
1368,-0,0.000329589,4.0133e-10
1369,-0,-0.0539544,1.08617e-09
1370,-0,-0.149335,3.30857e-10
1371,-0,0.0447789,-9.43352e-10
1372,-0,-0.0211907,-1.7268e-11
1373,-0,-0.00496627,-1.97152e-10
1374,-0,0.0505847,-9.30575e-10
1375,-0,-0.00992403,7.20833e-10
1376,-0,-0.0494123,-3.78228e-10
1377,-0,-0.0505206,-3.16842e-10
1378,-0,0.055568,2.10346e-10
1379,-0,0.0699226,-6.45492e-10
1380,-0,0.0273757,-4.01215e-10
