t,input,std_recon,dsl_recon
1381,-0,-0.0496401,-9.24439e-10
1382,-0,-0.0991063,-6.47792e-10
1383,-0,0.038089,-2.62903e-10
1384,-0,-0.0531825,-1.23784e-09
1385,-0,0.0334247,-6.63464e-10
1386,-0,0.0339654,-5.35943e-10
1387,-0,0.042433,-1.57585e-09
1388,-0,0.0297706,-6.11537e-11
1389,-0,0.0424167,-2.41256e-10
1390,-0,0.0411731,-5.18487e-10
1391,-0,-0.0407738,3.76866e-10
1392,-0,-0.00100117,-1.34642e-10
1393,-0,-0.0591408,2.77965e-10
1394,-0,-0.0219409,1.01131e-09
1395,-0,0.00136824,-3.75647e-11
1396,-0,0.0647476,-3.06616e-11
1397,-0,0.000480516,-6.94303e-10
1398,-0,0.0236337,-1.10946e-09
1399,-0,-0.0241498,1.19735e-09
1400,-0,-0.0122212,-9.20285e-10
1401,-0,-0.0179696,-9.44648e-11
1402,-0,0.02465,3.39054e-10
1403,-0,-0.0125742,4.41041e-10
1404,-0,0.0691881,4.71453e-10
1405,-0,-0.0503314,2.91214e-10
1406,-0,-0.0432231,6.55146e-10
1407,-0,-0.00921937,-9.9731e-10
1408,-0,0.0718079,1.21527e-09
1409,-0,0.0277379,2.79155e-10
1410,-0,-0.00898972,9.58641e-11
1411,-0,0.019402,2.84802e-10
1412,-0,-0.0137069,-6.42416e-10
1413,-0,0.0065954,1.12768e-09
1414,-0,0.00287474,7.25528e-10
1415,-0,0.0492733,-7.81064e-10
1416,-0,0.00384538,-5.32275e-11
1417,-0,-0.0116686,-2.38994e-10
1418,-0,0.0750612,-8.52487e-10
1419,-0,-0.0299548,-5.12683e-10
1420,-0,0.0561461,-1.20449e-10
1421,-0,0.00309046,2.12241e-10
1422,-0,0.0364476,2.51145e-10
1423,-0,0.0444307,1.10575e-09
1424,-0,0.0536107,-6.18177e-10
1425,-0,0.0448848,-1.15661e-10
1426,-0,-0.0198397,1.65704e-11
1427,-0,-0.0731596,2.66044e-10
1428,-0,0.00495885,-1.37558e-09
1429,-0,0.0565744,5.05618e-10
1430,-0,0.0447485,-2.31101e-10
1431,-0,-0.0465538,-1.05875e-09
1432,-0,0.0117465,-1.12496e-09
1433,-0,0.0175747,-9.00988e-10
1434,-0,0.0208561,3.63477e-10
1435,-0,-0.052827,-9.90816e-10
1436,-0,0.0526755,-7.48419e-10
1437,-0,0.0360069,1.24499e-10
1438,-0,0.0542949,1.5605e-10
1439,-0,0.0461038,2.87857e-10
1440,-0,-0.0756926,-1.88896e-10
1441,-0,0.0508342,4.82775e-10
1442,-0,-0.000762863,7.4259e-10
1443,-0,-0.0508777,-7.01318e-10
1444,-0,-0.104599,-4.08997e-10
1445,-0,0.0329477,2.73669e-10
1446,-0,0.00665815,-6.73296e-10
1447,-0,-0.05561,5.1622e-10
1448,-0,0.0402361,7.44429e-10
1449,-0,0.0192206,-3.91365e-10
1450,-0,0.037569,3.494e-10
1451,-0,-0.00469206,-8.32663e-10
1452,-0,-0.00332942,1.85001e-11
1453,-0,-0.00106522,6.63998e-10
1454,-0,0.0693888,6.58217e-10
1455,-0,-0.0429398,8.05949e-11
1456,-0,0.0345269,-4.75022e-10
1457,-0,-0.00683029,-4.30018e-10
1458,-0,0.00337983,-7.4048e-10
1459,-0,0.017961,-1.21687e-09
1460,-0,0.067984,1.12263e-10
1461,-0,-0.0156585,-1.5313e-09
1462,-0,-0.0328825,2.3989e-10
1463,-0,-0.0175994,-3.622e-10
1464,-0,-0.00592702,-8.80094e-10
1465,-0,-0.0127691,7.62755e-11
1466,-0,0.0565862,-2.49245e-10
1467,-0,-0.0106176,1.13491e-09
1468,-0,0.10819,2.12744e-10
1469,-0,-0.0668878,2.24286e-10
1470,-0,-0.0223081,6.33857e-10
1471,-0,0.0524746,4.13115e-11
1472,-0,-0.0214714,2.81954e-10
1473,-0,-0.00591401,1.4382e-09
1474,-0,0.0524289,-5.64017e-10
1475,-0,-0.0351816,1.72901e-10
1476,-0,-0.00380601,6.76755e-10
1477,-0,0.064226,-3.22849e-10
1478,-0,0.0379184,-7.6023e-10
1479,-0,0.0346674,-3.12318e-10
1480,-0,0.095579,5.79569e-10
1481,-0,0.0277778,-2.60905e-10
1482,-0,0.0223115,-3.1103e-10
1483,-0,-0.0339578,7.71209e-10
1484,-0,0.0345773,-6.16801e-10
1485,-0,-0.00801324,1.54563e-09
1486,-0,0.118431,2.82083e-10
1487,-0,0.0400876,6.71989e-11
1488,-0,0.0186212,-3.2396e-11
1489,-0,0.0276556,-1.01152e-09
1490,-0,0.0505644,-3.99643e-10
1491,-0,0.0411413,6.5516e-10
1492,-0,-0.0629928,-7.75235e-11
1493,-0,0.0742641,-2.74551e-10
1494,-0,-0.0281998,3.40291e-10
1495,-0,0.0321703,-5.19364e-10
1496,-0,-0.0299347,-1.31007e-09
1497,-0,0.0340063,7.62747e-10
1498,-0,-0.0214418,-6.96862e-10
1499,-0,0.00091557,1.28778e-10
1500,-0,0.0403849,-1.0809e-10
1501,-0,-0.0123635,-2.11015e-11
1502,-0,-0.0650533,-2.45195e-10
1503,-0,-0.0315318,-3.31335e-10
1504,-0,-0.0786365,-1.01492e-09
1505,-0,-0.0533281,5.18809e-11
1506,-0,0.0540172,6.7318e-11
1507,-0,0.051735,-6.0772e-10
1508,-0,0.00873222,4.31649e-10
1509,-0,-0.102203,4.24392e-11
1510,-0,-0.0542771,-2.1571e-10
1511,-0,-0.077239,4.56717e-10
1512,-0,0.0319767,-3.61733e-12
1513,-0,-0.0195834,-2.59448e-10
1514,-0,0.0284259,2.93553e-10
1515,-0,-0.0615624,1.40778e-10
1516,-0,-0.0501465,4.52004e-10
1517,-0,0.0095394,-5.80857e-10
1518,-0,0.0449924,1.32393e-09
1519,-0,0.0449932,7.52567e-10
1520,-0,0.0646094,7.87127e-10
1521,-0,-0.0373812,9.45399e-10
1522,-0,0.050964,7.36076e-10
1523,-0,-0.0507674,-3.47302e-10
1524,-0,0.0239747,-4.29287e-10
1525,-0,0.0216453,6.66594e-10
1526,-0,0.0179306,1.81432e-10
1527,-0,-0.0181305,2.34919e-10
1528,-0,-0.00647151,2.19376e-10
1529,-0,0.00454432,-1.90731e-10
1530,-0,-0.00311073,-6.08906e-10
1531,-0,0.0639693,-1.59407e-10
1532,-0,-0.00113585,-3.82599e-10
1533,-0,0.0102754,2.22963e-10
1534,-0,0.0143455,5.37999e-10
1535,-0,-0.0854631,-4.99092e-10
1536,-0,-0.0133369,-3.81191e-10
1537,-0,0.0627249,1.60988e-09
1538,-0,0.0319165,-7.13495e-10
1539,-0,0.0609305,4.25868e-10
1540,-0,0.0143325,5.65106e-10
1541,-0,-0.0265822,-1.11301e-09
1542,-0,0.0549123,-6.49661e-11
1543,-0,-0.0535113,-3.33327e-10
1544,-0,-0.0644841,6.05685e-11
1545,-0,-0.00648566,-8.48667e-10
1546,-0,-0.0343919,4.82787e-10
1547,-0,0.020282,-2.43743e-10
1548,-0,-0.0484573,-8.87897e-10
1549,-0,-0.056507,7.56402e-10
1550,-0,0.024553,2.83491e-10
1551,-0,-0.0381344,-4.54382e-10
1552,-0,0.00157646,1.45889e-09
1553,-0,0.0419382,-2.93119e-10
1554,-0,-0.0280822,-2.21596e-10
1555,-0,0.0273668,7.13982e-10
1556,-0,-0.00994892,4.33834e-12
1557,-0,-0.0238187,5.17786e-10
1558,-0,-0.0233598,4.31673e-10
1559,-0,-0.0861719,4.16944e-10
1560,-0,0.0413215,4.28312e-10
1561,-0,0.0383213,-9.1374e-10
1562,-0,-0.00800978,1.37551e-10
1563,-0,-0.0104692,-9.51122e-10
1564,-0,0.0268181,-1.61151e-10
1565,-0,0.0118669,3.22133e-10
1566,-0,-0.0194227,-2.55106e-11
1567,-0,0.0235634,-1.71234e-10
1568,-0,-0.00187161,1.19332e-10
1569,-0,0.00495814,-5.40381e-10
1570,-0,0.0446637,-8.41375e-10
1571,-0,0.03556,-1.4425e-09
1572,-0,0.0397448,6.41152e-10
1573,-0,-0.0271387,1.1914e-09
1574,-0,0.0629686,8.86142e-10
1575,-0,0.0270944,-4.07248e-11
1576,-0,-0.060791,1.75533e-10
1577,-0,-0.0172724,-2.66557e-10
1578,-0,0.0683981,-1.09617e-10
1579,-0,-0.00543415,-1.05124e-09
1580,-0,0.073052,-9.58544e-10
1581,-0,0.0194484,-2.06665e-10
1582,-0,0.0147341,8.13943e-11
1583,-0,0.0679958,-5.33658e-10
1584,-0,0.0609908,1.46152e-09
1585,-0,-0.0608744,5.0964e-10
1586,-0,0.0180548,5.27141e-10
1587,-0,-0.0608817,-8.76464e-10
1588,-0,0.123901,7.50312e-10
1589,-0,-0.0234877,7.39628e-10
1590,-0,0.0410123,3.59821e-10
1591,-0,0.0518847,6.14897e-10
1592,-0,0.0408107,3.42791e-10
1593,-0,0.0495548,1.30362e-10
1594,-0,-0.0799966,9.73339e-10
1595,-0,-0.0662202,-2.19328e-10
1596,-0,0.00169376,-2.47591e-11
1597,-0,-0.0420832,6.15092e-10
1598,-0,-0.0100388,1.67846e-10
1599,-0,-0.0233185,-7.96248e-10
1600,-0,-0.0682949,1.38157e-10
1601,-0,-0.053055,1.33482e-10
1602,-0,0.0599967,-9.90524e-10
1603,-0,-0.00146065,-6.42486e-10
1604,-0,0.0273633,2.24018e-10
1605,-0,-0.0774785,-4.35597e-10
1606,-0,-0.0290968,-1.34073e-09
1607,-0,0.107885,5.88412e-10
1608,-0,-0.0503892,-5.27376e-11
1609,-0,-0.0212336,-1.73725e-10
1610,-0,0.023966,-2.13442e-10
1611,-0,0.027569,-1.08192e-09
1612,-0,-0.0200849,8.15332e-10
1613,-0,-0.00258164,3.83574e-10
1614,-0,0.00286814,6.24635e-10
1615,-0,0.0122208,2.07075e-09
1616,-0,-0.00136602,-4.54537e-10
1617,-0,0.0468239,-6.00812e-10
1618,-0,-0.0473305,9.90824e-11
1619,-0,0.00439636,-9.94669e-11
1620,-0,0.0135139,-1.29964e-10
1621,-0,0.00691219,2.34129e-10
1622,-0,-0.013851,-9.49519e-10
1623,-0,0.0458457,1.05251e-09
1624,-0,-0.0591328,-3.84725e-11
1625,-0,-0.0676079,-5.47285e-10
1626,-0,-0.0243793,-6.07063e-10
1627,-0,-0.0678043,1.3386e-09
1628,-0,-0.0324372,4.53445e-10
1629,-0,0.00955401,-6.94034e-10
1630,-0,0.073655,5.77535e-10
1631,-0,0.0299718,-1.55345e-12
1632,-0,0.0518349,5.4733e-10
1633,-0,0.00192586,-1.68925e-09
1634,-0,0.00697975,-4.32762e-11
1635,-0,-0.0721309,1.83626e-10
1636,-0,-0.0331508,6.17415e-10
1637,-0,-0.138512,4.75758e-11
1638,-0,-0.0411077,-7.53815e-10
1639,-0,0.00989809,-5.96267e-10
1640,-0,-0.052997,-1.49185e-10
1641,-0,0.0157194,1.10613e-09
1642,-0,0.0706807,2.57375e-10
1643,-0,0.0373185,3.1095e-10
1644,-0,0.0239214,-3.90664e-11
1645,-0,0.0379017,-1.06985e-09
1646,-0,-0.0589157,-7.60974e-10
1647,-0,-0.00815038,-2.9558e-10
1648,-0,-0.0408979,-4.79529e-10
1649,-0,-0.0501609,-3.06276e-10
1650,-0,0.00173799,-1.31306e-09
1651,-0,-0.000621995,-3.36823e-11
1652,-0,0.00866548,1.93975e-10
1653,-0,0.0136374,1.59328e-10
1654,-0,-0.0590236,-9.90697e-10
1655,-0,0.10099,2.0542e-10
1656,-0,-0.0303488,1.13297e-10
1657,-0,0.0251022,9.86195e-10
1658,-0,0.050327,9.22284e-10
1659,-0,-0.00981519,4.61537e-10
1660,-0,0.0307517,1.23428e-09
1661,-0,0.0372747,-3.35218e-10
1662,-0,0.0108122,-7.6278e-10
1663,-0,0.0396235,-4.10751e-10
1664,-0,-0.0497017,-6.24342e-10
1665,-0,0.00914442,1.14316e-09
1666,-0,-0.0311472,-5.56977e-10
1667,-0,-0.0154797,3.99319e-10
1668,-0,0.0157837,6.74598e-10
1669,-0,0.0729138,-4.79126e-10
1670,-0,-0.0316793,-4.76315e-10
1671,-0,-0.0230928,1.22247e-09
1672,-0,0.0699672,2.65387e-10
1673,-0,-0.0273922,-6.17991e-10
1674,-0,0.0137002,-6.48713e-10
1675,-0,0.0112739,-5.54659e-11
1676,-0,0.0587696,-4.50128e-10
1677,-0,0.00914161,-5.05121e-12
1678,-0,0.0425006,5.94083e-10
1679,-0,-0.0675723,1.28059e-09
1680,-0,0.0345734,1.73848e-10
1681,-0,-0.0835254,-5.42373e-11
1682,-0,-0.00338812,-2.26094e-10
1683,-0,-0.0639092,1.05417e-09
1684,-0,0.0632605,-1.31285e-09
1685,-0,0.00399149,-5.01416e-11
1686,-0,0.0289541,8.76692e-10
1687,-0,0.0242015,3.31544e-10
1688,-0,0.094832,1.42247e-09
1689,-0,-0.0918431,5.05724e-10
1690,-0,-0.0554349,-7.04886e-10
1691,-0,0.00170311,-6.06482e-10
1692,-0,-0.0242457,-6.0005e-10
1693,-0,0.0666458,2.45396e-10
1694,-0,-0.0232031,-6.2054e-11
1695,-0,0.0440442,4.28283e-10
1696,-0,-0.0437487,1.85888e-10
1697,-0,-0.0325313,-1.25385e-09
1698,-0,0.0057409,-1.06388e-09
1699,-0,0.0177804,-9.71899e-10
1700,-0,0.00559925,-4.23941e-10
1701,-0,-0.0336787,-5.20337e-10
1702,-0,0.0583573,-5.59297e-10
1703,-0,-0.0347008,2.38659e-09
1704,-0,-0.00282332,-6.29012e-11
1705,-0,0.0725233,-6.99956e-10
1706,-0,0.02646,1.6659e-10
1707,-0,0.0243577,-4.88767e-10
1708,-0,0.00413217,4.1383e-11
1709,-0,0.0438338,1.19487e-10
1710,-0,0.0282132,-1.26052e-09
1711,-0,0.0795163,6.69268e-10
1712,-0,-0.0124011,5.97613e-10
1713,-0,0.0902606,1.88461e-10
1714,-0,0.0490808,-7.61596e-10
1715,-0,-0.0334129,-5.57205e-10
1716,-0,-0.0762522,-1.01945e-10
1717,-0,-0.0195143,-4.12075e-10
1718,-0,-0.0122111,1.01076e-09
1719,-0,0.0364398,1.14466e-09
1720,-0,-0.0731064,1.12601e-10
1721,-0,-0.0385062,-2.2941e-10
1722,-0,-0.0390654,3.0496e-10
1723,-0,0.0811066,-7.48484e-11
1724,-0,0.049445,7.01503e-10
1725,-0,-0.0917272,2.17441e-10
1726,-0,-0.0278721,-5.16688e-10
1727,-0,0.0623043,1.52784e-10
1728,-0,0.00671286,1.06231e-10
1729,-0,-0.0763325,-5.0894e-10
1730,-0,0.0491032,-4.58125e-10
1731,-0,0.0401292,-1.19811e-09
1732,-0,-0.00610479,-3.19443e-11
1733,-0,0.030843,-8.06611e-10
1734,-0,0.0452445,3.44735e-10
1735,-0,-0.0259773,3.05526e-10
1736,-0,-0.0533441,-3.25272e-10
1737,-0,-0.0263437,1.51987e-10
1738,-0,-0.0392407,7.59203e-10
1739,-0,-0.0358776,1.86521e-10
1740,-0,-0.112338,-5.63713e-10
1741,-0,-0.00877008,-3.14506e-10
1742,-0,0.0575168,3.57035e-10
1743,-0,-0.0141078,-7.07141e-10
1744,-0,0.0377998,2.7941e-10
1745,-0,0.0171943,7.61662e-10
1746,-0,-0.050367,-1.59611e-10
1747,-0,-0.0200716,3.77424e-10
1748,-0,0.0388552,3.47641e-10
1749,-0,0.00808455,-4.50582e-10
1750,-0,0.0560664,1.42367e-09
1751,-0,0.0393049,3.68536e-10
1752,-0,0.103758,-3.05307e-10
1753,-0,-0.13731,-2.02468e-09
1754,-0,-0.0236716,4.27276e-11
1755,-0,0.125102,2.03793e-10
1756,-0,-0.0101528,-1.41535e-10
1757,-0,0.0180991,-3.98651e-11
1758,-0,0.0413763,-1.12611e-09
1759,-0,-0.0389224,-5.66015e-10
1760,-0,-0.073149,-2.59704e-10
1761,-0,0.0247338,3.97016e-10
1762,-0,0.053487,4.34957e-10
1763,-0,0.108101,6.11718e-10
1764,-0,-0.0103743,-4.33205e-11
1765,-0,-0.00177596,1.5967e-09
1766,-0,0.0390955,-1.88118e-10
1767,-0,0.0102546,2.34643e-10
1768,-0,-0.028996,7.04643e-10
1769,-0,-0.0571833,-1.72279e-09
1770,-0,-0.0429613,-1.39675e-10
1771,-0,-0.0891605,-2.29726e-10
1772,-0,0.0217989,-1.38156e-10
1773,-0,0.00121123,2.96844e-10
1774,-0,-0.0421339,4.15402e-10
1775,-0,0.00356163,-9.86989e-10
1776,-0,-0.0214723,-5.68807e-10
1777,-0,0.00801173,-7.48859e-10
1778,-0,-0.0311745,-7.64924e-10
1779,-0,0.0123021,-2.59508e-10
1780,-0,-0.0610338,1.13952e-10
1781,-0,-0.0712554,-1.16092e-10
1782,-0,0.0555107,-4.27587e-11
1783,-0,0.0750532,-1.21054e-09
1784,-0,-0.0123295,-1.56166e-10
1785,-0,-0.00541446,-2.88428e-10
1786,-0,0.0097079,1.10617e-10
1787,-0,0.00545779,-3.94986e-10
1788,-0,0.048828,-1.88137e-10
1789,-0,-0.0904135,-1.35117e-09
1790,-0,-0.0311248,-3.57776e-10
1791,-0,-0.014879,-1.55994e-10
1792,-0,-0.0154929,-4.55763e-10
1793,-0,0.0076777,1.37697e-09
1794,-0,0.00439751,-2.52946e-10
1795,-0,0.0201321,5.61387e-10
1796,-0,-0.0466919,1.88969e-09
1797,-0,0.0215986,1.16043e-10
1798,-0,-0.0193783,-1.22336e-09
1799,-0,0.0658478,2.37725e-10
1800,-0,0.00597765,8.71633e-12
1801,-0,0.072573,-5.05191e-10
1802,-0,-0.0739593,4.76405e-10
1803,-0,0.0389212,3.04907e-10
1804,-0,0.0355697,-3.4927e-10
1805,-0,0.0550009,7.19146e-10
1806,-0,-0.0870695,2.12753e-10
1807,-0,0.0550274,6.71796e-10
1808,-0,-0.154013,-1.89333e-09
1809,-0,-0.0225328,8.16677e-10
1810,-0,-0.0114275,8.63918e-10
1811,-0,0.0547421,-4.90902e-10
1812,-0,-0.0628027,9.90051e-10
1813,-0,0.0199949,-9.61437e-10
1814,-0,-0.0467817,5.39813e-10
1815,-0,0.0296776,-8.81654e-10
1816,-0,0.019535,4.60486e-10
1817,-0,-0.0110155,5.3736e-10
1818,-0,0.0108109,8.27189e-10
1819,-0,-0.0119751,1.15021e-09
1820,-0,-0.0183864,-4.82324e-11
1821,-0,-0.0305535,7.17236e-10
1822,-0,-0.0411562,7.84001e-11
1823,-0,-0.081364,-8.21269e-11
1824,-0,0.0304908,-3.09651e-10
1825,-0,-0.0188484,-5.48901e-10
1826,-0,-0.122933,-5.7305e-10
1827,-0,0.116316,1.10151e-10
1828,-0,0.0284771,3.08723e-10
1829,-0,0.0430741,4.53897e-10
1830,-0,0.0777621,1.2106e-10
1831,-0,0.00458316,5.21704e-10
1832,-0,-0.0434771,3.44252e-10
1833,-0,-0.060696,4.68987e-10
1834,-0,0.033395,2.69295e-11
1835,-0,-0.00730453,-3.63617e-10
1836,-0,0.0259573,-6.05113e-10
1837,-0,-0.0423406,9.73221e-10
1838,-0,-0.0358179,1.24558e-09
1839,-0,0.00158557,7.05645e-10
1840,-0,0.1027,1.20891e-10
1841,-0,0.0211721,1.56801e-10
1842,-0,0.00627129,-1.59905e-10
1843,-0,-0.010485,3.95013e-10
1844,-0,-0.027078,5.46897e-10
1845,-0,-0.0613096,-2.91623e-10
1846,-0,-0.00754168,-8.69069e-10
1847,-0,-0.0232828,-4.46347e-10
1848,-0,0.0258067,-1.64572e-10
1849,-0,-0.0338538,-4.77427e-10
1850,-0,0.0310289,-9.73191e-10
1851,-0,0.0164743,-5.79686e-10
1852,-0,0.0359206,-5.30901e-10
1853,-0,-0.00085023,-5.66162e-11
1854,-0,0.0696575,-4.62064e-10
1855,-0,0.0106063,2.47392e-10
1856,-0,0.0994596,-5.82569e-10
1857,-0,-0.09209,-4.77935e-10
1858,-0,0.0519986,1.02369e-09
1859,-0,0.0407804,-8.80104e-10
1860,-0,-0.0655743,2.53537e-10
1861,-0,0.0193788,1.8567e-10
1862,-0,-0.0201163,-1.01065e-09
1863,-0,0.0143023,-1.78668e-09
1864,-0,-0.0614714,6.05095e-10
1865,-0,0.0820158,1.50622e-10
1866,-0,-0.0162493,-1.4728e-09
1867,-0,0.0116149,-3.02021e-10
1868,-0,-0.0883786,-7.69372e-10
1869,-0,0.088234,1.25223e-09
1870,-0,-0.022501,-1.49475e-10
1871,-0,0.0306686,-2.26574e-10
1872,-0,0.0624024,-6.26841e-10
1873,-0,0.00469013,-6.37632e-10
1874,-0,0.0273405,1.14092e-10
1875,-0,-0.0378898,2.76344e-10
1876,-0,0.0075248,-1.26784e-10
1877,-0,-0.0135129,7.19313e-10
1878,-0,0.0768678,-7.64285e-10
1879,-0,-0.0467442,-2.28199e-10
1880,-0,0.0285576,-5.20653e-10
1881,-0,-0.014133,8.69156e-10
1882,-0,0.0565027,5.90838e-11
1883,-0,0.0210716,-9.44386e-10
1884,-0,0.0377251,1.13563e-09
1885,-0,0.041512,9.33668e-10
1886,-0,-0.0332332,3.11737e-10
1887,-0,-0.0871157,1.32842e-09
1888,-0,0.0520941,-5.77298e-10
1889,-0,0.0896706,2.30971e-12
1890,-0,-0.0176645,6.92608e-10
1891,-0,-0.02116,-1.66681e-10
1892,-0,-0.0641289,-5.4423e-10
1893,-0,-0.0595171,6.43102e-10
1894,-0,0.0148713,-4.32296e-10
1895,-0,-0.0214988,-1.42449e-09
1896,-0,0.0241768,7.72169e-10
1897,-0,0.0395943,-2.63784e-10
1898,-0,-0.0387638,1.06119e-09
1899,-0,-0.00773747,-7.5454e-11
1900,-0,0.031076,-1.1954e-09
1901,-0,0.00985728,-8.74299e-10
1902,-0,0.136287,9.58641e-10
1903,-0,-0.00438581,6.08745e-10
1904,-0,-0.0874698,3.28006e-10
1905,-0,-0.00256054,6.97613e-10
1906,-0,-0.0485247,-8.73097e-10
1907,-0,-0.0299044,8.18328e-11
1908,-0,0.0648815,-4.89605e-10
1909,-0,-0.0252124,-9.4542e-10
1910,-0,0.0133937,5.04012e-11
1911,-0,0.0232761,-1.2942e-09
1912,-0,-0.0263538,2.56523e-10
1913,-0,0.0489178,8.03107e-10
1914,-0,0.00720366,-2.11752e-10
1915,-0,0.0548477,9.66288e-10
1916,-0,0.00346642,-1.20391e-09
1917,-0,0.0129544,-7.19021e-10
1918,-0,-0.0192019,1.92419e-10
1919,-0,0.00361002,-1.20814e-10
1920,-0,-0.0708597,5.19198e-10
1921,-0,-0.0431539,-3.23041e-10
1922,-0,0.0158687,2.27578e-10
1923,-0,0.0362601,-5.1478e-10
1924,-0,0.0765034,-5.77665e-10
1925,-0,0.0489386,-6.9837e-10
1926,-0,0.0101355,-8.14059e-11
1927,-0,0.00880213,-3.73434e-10
1928,-0,0.126954,-8.82773e-10
1929,-0,0.0352104,-2.66627e-10
1930,-0,-0.0533645,2.82888e-10
1931,-0,0.0168536,8.34858e-10
1932,-0,0.0263469,-2.72225e-10
1933,-0,-0.0466457,1.15056e-10
1934,-0,0.0492958,2.60332e-10
1935,-0,-0.0705311,2.16815e-10
1936,-0,0.0694824,-9.64982e-10
1937,-0,0.04447,5.52645e-11
1938,-0,0.0504267,-6.13495e-10
1939,-0,-0.0613189,4.74415e-11
1940,-0,-0.0761394,2.89375e-11
1941,-0,-0.0996448,-1.5975e-10
1942,-0,-0.0138487,-1.1252e-09
1943,-0,-0.043969,1.50921e-10
1944,-0,-0.074389,-4.11715e-10
1945,-0,-0.049755,1.20351e-10
1946,-0,0.0121763,-1.97767e-09
1947,-0,0.0207896,-1.53386e-09
1948,-0,-0.0297617,4.31235e-10
1949,-0,-0.0432988,2.87272e-11
1950,-0,-0.0413745,2.95003e-10
1951,-0,0.0222833,-2.29093e-10
1952,-0,-0.0163862,-1.17039e-10
1953,-0,0.0191416,-5.40366e-11
1954,-0,-0.0934764,-8.93889e-10
1955,-0,0.0279484,1.52341e-10
1956,-0,-0.00479781,-7.68945e-10
1957,-0,0.0317548,2.91437e-10
1958,-0,0.0167409,7.24285e-10
1959,-0,0.0120379,7.50378e-10
1960,-0,-0.0474169,-2.08522e-10
1961,-0,-0.0375,-3.66216e-10
1962,-0,0.0803829,-3.67282e-10
1963,-0,0.0362604,2.19931e-10
1964,-0,-0.0111623,5.47765e-10
1965,-0,0.0240236,5.98701e-10
1966,-0,-0.0190601,9.23501e-10
1967,-0,-0.0277643,-3.59814e-11
1968,-0,-0.0429191,7.79522e-10
1969,-0,-0.0305142,-1.11108e-09
1970,-0,-0.0417955,-2.82367e-10
1971,-0,0.0161752,3.47429e-10
1972,-0,-0.0170205,6.4858e-10
1973,-0,-0.035699,3.04044e-10
1974,-0,-0.0349854,-6.87037e-10
1975,-0,-0.0254478,4.07496e-10
1976,-0,1.15282e-05,6.12805e-10
1977,-0,-0.0221297,-1.30893e-09
1978,-0,0.0296633,-6.27846e-10
1979,-0,0.0112128,2.08403e-09
1980,-0,-0.0237718,3.13923e-10
1981,-0,0.0563272,1.74741e-10
1982,-0,0.025917,-5.17919e-12
1983,-0,0.0465176,-4.89266e-10
1984,-0,-0.0279558,2.71608e-10
1985,-0,-0.0770923,2.60693e-10
1986,-0,-0.0420499,-8.18718e-10
1987,-0,-0.0934625,-2.04461e-10
1988,-0,0.00816842,-1.57293e-10
1989,-0,0.0650426,2.81132e-10
1990,-0,0.0516057,-5.85048e-10
1991,-0,0.0351908,1.43507e-10
1992,-0,0.00645515,-1.64691e-10
1993,-0,0.0454836,-4.57465e-10
1994,-0,-0.0509473,-1.70332e-10
1995,-0,-0.051236,-3.40351e-10
1996,-0,-0.0367851,4.45262e-11
1997,-0,0.0680747,1.40642e-10
1998,-0,-0.0184451,-1.64479e-09
1999,-0,-0.0403323,1.22575e-09
2000,-0,-0.00238317,2.61461e-10
2001,-0,-0.00866671,3.11056e-10
2002,-0,-0.0629283,-3.94597e-10
2003,-0,0.0444197,-2.04551e-10
2004,-0,0.018907,-1.68953e-10
2005,-0,0.0447263,-3.42455e-10
2006,-0,0.00945422,-5.69037e-10
2007,-0,-0.0445612,1.14613e-10
2008,-0,0.0217243,-1.11873e-10
2009,-0,-0.0358533,-3.17122e-10
2010,-0,0.0497449,-7.87603e-10
2011,-0,0.0178741,-1.2135e-09
2012,-0,-0.0174002,4.9045e-10
2013,-0,-0.0367223,7.19567e-10
2014,-0,0.141397,1.14806e-09
2015,-0,-0.0512527,-6.12984e-10
2016,-0,0.00309643,2.04066e-10
2017,-0,-0.0754233,2.62112e-11
2018,-0,-0.0692488,5.06607e-10
2019,-0,0.0608542,-4.82208e-11
2020,-0,-0.0609769,8.47894e-12
2021,-0,-0.0881928,4.45832e-10
2022,-0,-0.0743401,3.88307e-10
2023,-0,-0.0278876,-8.85061e-10
2024,-0,-0.0707914,-2.93201e-10
2025,-0,-0.0280034,-2.12308e-10
2026,-0,-0.0406745,-4.50769e-11
2027,-0,-0.0163267,-6.2815e-10
2028,-0,0.00280933,3.66389e-10
2029,-0,-0.0407836,7.07427e-10
2030,-0,0.0201209,-1.29589e-09
2031,-0,0.00397053,1.5539e-09
2032,-0,-0.0578145,4.82606e-10
2033,-0,0.0851351,-8.29023e-10
2034,-0,-0.0344001,-6.56208e-10
2035,-0,0.0201614,1.10417e-09
2036,-0,0.0118689,-3.59384e-10
2037,-0,0.0599525,-5.15869e-10
2038,-0,-0.071035,7.97526e-10
2039,-0,0.0280259,4.19213e-10
2040,-0,-0.0222871,-2.42448e-10
2041,-0,0.0165194,3.79202e-10
2042,-0,-0.0430387,-1.46398e-09
2043,-0,-0.0074707,-1.31748e-09
2044,-0,-0.0348286,-1.40596e-09
2045,-0,0.0698244,4.50998e-10
2046,-0,0.0545355,9.76691e-10
2047,-0,0.00143552,-9.48208e-10
2048,-0,-0.0110043,-2.57954e-10
2049,-0,0.0417276,-1.58577e-10
